pH,Dissolved_Oxygen_mgL,Turbidity_NTU,Total_Dissolved_Solids_mgL,Nitrate_mgL,Phosphate_mgL,Temperature_C,Heavy_Metals_ppm,Safe_for_Humans,Safe_for_Animals,Safe_for_Plants
7.48,8.46,76.63,433.98,25.57,7.71,7.7,0.209,Unsafe,Safe,Unsafe
6.43,5.23,40.64,1403.71,36.7,0.2,8.4,0.349,Unsafe,Safe,Unsafe
8.58,6.42,87.98,1093.94,20.55,6.71,26.8,0.5,Unsafe,Safe,Unsafe
8.29,12.74,64.87,1143.03,17.76,4.69,33.3,0.355,Unsafe,Safe,Safe
7.8,10.0,89.92,367.64,20.36,3.47,23.3,0.381,Unsafe,Safe,Safe
8.48,11.45,62.35,692.41,20.46,8.62,26.5,0.469,Unsafe,Safe,Unsafe
8.54,7.45,13.13,945.83,27.21,8.54,27.9,0.057,Unsafe,Safe,Unsafe
7.98,9.56,30.97,1166.46,27.17,0.22,12.9,0.352,Unsafe,Safe,Safe
8.43,4.98,20.18,200.74,24.86,6.1,6.4,0.425,Unsafe,Safe,Unsafe
7.94,10.47,90.88,1445.43,6.74,3.68,5.1,0.477,Unsafe,Safe,Safe
7.88,7.13,76.04,1340.82,24.8,4.16,15.5,0.105,Unsafe,Safe,Safe
7.67,7.31,67.64,442.01,8.46,8.32,12.2,0.252,Unsafe,Safe,Unsafe
8.13,9.79,30.1,1243.0,6.31,3.1,6.9,0.34,Unsafe,Safe,Safe
6.06,13.24,18.4,801.57,46.63,9.43,10.4,0.124,Unsafe,Safe,Unsafe
8.58,2.77,75.65,719.62,30.25,1.8,8.7,0.3,Unsafe,Unsafe,Unsafe
8.55,11.9,47.42,505.93,32.97,6.63,32.4,0.129,Unsafe,Safe,Unsafe
5.6,5.51,22.58,892.4,20.09,6.72,9.2,0.167,Unsafe,Unsafe,Unsafe
8.39,7.33,61.66,1108.34,45.45,2.52,21.1,0.221,Unsafe,Safe,Unsafe
5.95,2.26,4.03,645.85,31.9,3.25,22.8,0.265,Unsafe,Unsafe,Unsafe
6.67,5.61,32.62,962.37,38.46,8.35,21.3,0.225,Unsafe,Safe,Unsafe
8.1,8.03,46.86,1064.0,18.43,7.62,8.0,0.247,Unsafe,Safe,Unsafe
6.06,2.67,14.8,1081.13,48.0,3.29,14.6,0.149,Unsafe,Unsafe,Unsafe
8.36,7.89,98.47,125.35,41.02,5.34,6.5,0.079,Unsafe,Safe,Unsafe
8.41,13.13,20.91,1296.63,42.7,0.62,16.9,0.024,Unsafe,Safe,Unsafe
7.28,3.26,13.04,714.47,8.61,2.09,10.7,0.098,Unsafe,Unsafe,Safe
5.52,11.17,20.35,430.5,13.55,4.86,21.8,0.291,Unsafe,Unsafe,Safe
6.5,6.92,76.91,400.56,14.28,0.86,25.8,0.393,Unsafe,Safe,Safe
7.66,9.86,42.55,750.37,13.55,8.43,21.0,0.085,Unsafe,Safe,Unsafe
8.93,5.12,56.54,1335.91,42.77,7.18,18.0,0.054,Unsafe,Safe,Unsafe
7.71,3.91,2.1,598.6,1.59,9.44,16.6,0.375,Unsafe,Unsafe,Unsafe
6.41,3.93,3.44,1137.1,3.8,6.93,30.3,0.153,Unsafe,Unsafe,Unsafe
7.72,2.85,44.58,190.39,13.7,9.4,11.6,0.476,Unsafe,Unsafe,Unsafe
7.39,4.23,81.67,740.28,9.99,5.55,27.0,0.357,Unsafe,Safe,Unsafe
8.23,9.97,88.52,1487.94,11.59,6.0,27.7,0.163,Unsafe,Safe,Unsafe
5.87,12.58,8.67,1167.13,39.9,9.77,17.6,0.145,Unsafe,Unsafe,Unsafe
8.16,11.77,53.84,355.27,28.16,6.42,13.9,0.262,Unsafe,Safe,Unsafe
7.39,10.22,91.32,777.09,0.29,0.31,19.1,0.04,Unsafe,Safe,Safe
8.87,3.33,38.8,388.76,21.47,7.24,7.8,0.059,Unsafe,Unsafe,Unsafe
6.7,5.47,82.96,643.86,20.39,9.05,6.4,0.088,Unsafe,Safe,Unsafe
7.71,5.72,13.37,1181.12,5.7,7.96,8.3,0.387,Unsafe,Safe,Unsafe
8.76,5.0,93.54,1168.28,33.81,5.84,10.6,0.257,Unsafe,Safe,Unsafe
5.86,8.18,75.14,380.75,35.1,6.71,20.1,0.005,Unsafe,Unsafe,Unsafe
8.78,8.43,94.13,1387.22,36.04,9.9,30.5,0.337,Unsafe,Safe,Unsafe
7.91,6.28,67.66,909.22,36.42,0.91,12.1,0.212,Unsafe,Safe,Unsafe
5.74,6.25,36.34,600.89,0.0,6.67,33.1,0.255,Unsafe,Unsafe,Unsafe
6.55,11.94,93.82,777.81,47.7,2.83,33.6,0.107,Unsafe,Safe,Unsafe
7.98,11.47,27.56,927.35,40.71,6.4,33.8,0.276,Unsafe,Safe,Unsafe
5.74,5.69,33.22,861.84,45.2,6.08,30.1,0.49,Unsafe,Unsafe,Unsafe
7.54,12.97,70.08,755.29,0.78,1.53,15.9,0.037,Unsafe,Safe,Safe
6.71,13.43,76.53,782.15,46.69,2.07,7.2,0.142,Unsafe,Safe,Unsafe
7.67,5.92,92.94,305.8,40.49,6.22,22.1,0.121,Unsafe,Safe,Unsafe
5.66,6.25,20.48,1228.46,41.86,1.28,21.8,0.124,Unsafe,Unsafe,Unsafe
8.55,8.07,79.8,835.55,4.66,2.65,30.5,0.189,Unsafe,Safe,Unsafe
8.91,13.29,73.85,240.07,36.94,8.35,34.9,0.409,Unsafe,Safe,Unsafe
8.89,12.52,6.38,1160.93,48.0,3.27,20.2,0.456,Unsafe,Safe,Unsafe
8.12,3.23,38.72,1402.04,33.93,4.88,15.4,0.101,Unsafe,Unsafe,Unsafe
5.96,6.71,28.28,1423.6,28.53,9.41,10.6,0.271,Unsafe,Unsafe,Unsafe
8.15,8.64,30.45,585.08,47.28,2.27,5.1,0.318,Unsafe,Safe,Unsafe
5.59,8.04,98.29,246.5,22.15,3.9,20.3,0.261,Unsafe,Unsafe,Safe
5.58,4.33,64.28,801.68,29.96,6.06,21.7,0.217,Unsafe,Unsafe,Unsafe
6.63,12.31,71.77,213.28,23.82,7.55,29.7,0.096,Unsafe,Safe,Unsafe
7.21,10.12,97.66,1404.28,46.64,9.02,20.1,0.244,Unsafe,Safe,Unsafe
8.2,12.05,37.72,316.19,3.8,9.15,32.5,0.201,Unsafe,Safe,Unsafe
7.89,12.31,80.18,416.51,25.06,7.77,23.8,0.398,Unsafe,Safe,Unsafe
7.06,10.98,43.45,639.62,34.35,2.28,30.2,0.382,Unsafe,Safe,Unsafe
6.46,7.27,86.95,605.59,39.6,0.25,9.4,0.067,Unsafe,Safe,Unsafe
8.99,9.33,18.07,1202.26,29.15,3.84,30.7,0.044,Unsafe,Safe,Unsafe
6.99,3.92,94.77,711.66,45.45,1.42,25.3,0.454,Unsafe,Unsafe,Unsafe
7.08,10.08,21.88,297.61,47.1,7.1,10.1,0.268,Unsafe,Safe,Unsafe
6.07,4.15,32.62,437.45,3.22,6.61,10.7,0.429,Unsafe,Safe,Unsafe
8.28,10.33,75.62,788.21,20.12,0.44,32.8,0.029,Unsafe,Safe,Safe
7.93,4.76,39.38,263.81,1.17,8.37,6.0,0.263,Unsafe,Safe,Unsafe
6.27,3.41,60.82,936.9,16.47,2.49,18.9,0.27,Unsafe,Unsafe,Safe
5.79,3.98,44.46,870.33,26.84,4.32,14.4,0.43,Unsafe,Unsafe,Safe
7.88,2.02,74.24,1086.32,45.54,6.68,25.0,0.049,Unsafe,Unsafe,Unsafe
7.79,10.62,22.83,1409.67,42.33,4.29,30.2,0.12,Unsafe,Safe,Unsafe
6.46,10.79,5.85,1372.77,6.37,4.41,15.8,0.203,Unsafe,Safe,Safe
8.83,8.18,29.99,1421.81,4.65,0.66,17.8,0.433,Unsafe,Safe,Unsafe
6.03,3.94,47.43,404.84,29.46,4.01,34.5,0.469,Unsafe,Unsafe,Safe
7.01,3.0,16.8,240.77,26.61,7.65,28.5,0.496,Unsafe,Unsafe,Unsafe
8.8,2.23,35.48,488.3,13.32,9.15,31.9,0.48,Unsafe,Unsafe,Unsafe
6.97,3.99,40.0,1347.87,44.97,4.13,18.2,0.003,Unsafe,Unsafe,Unsafe
7.73,12.69,5.74,1459.48,46.37,4.24,12.0,0.024,Unsafe,Safe,Unsafe
6.89,4.9,58.33,1296.02,20.13,7.03,17.4,0.074,Unsafe,Safe,Unsafe
6.46,6.25,88.43,209.53,44.52,9.43,26.5,0.174,Unsafe,Safe,Unsafe
8.94,3.26,15.17,1423.77,19.2,2.67,8.3,0.415,Unsafe,Unsafe,Unsafe
6.93,4.67,59.78,663.87,36.84,4.4,13.1,0.446,Unsafe,Safe,Unsafe
8.63,8.23,66.47,63.5,23.8,7.96,6.4,0.093,Unsafe,Safe,Unsafe
6.3,9.29,41.93,691.47,6.13,6.1,18.0,0.31,Unsafe,Safe,Unsafe
6.25,4.94,70.11,116.8,46.4,1.11,29.8,0.459,Unsafe,Safe,Unsafe
5.61,2.69,41.07,838.62,22.7,6.28,5.7,0.232,Unsafe,Unsafe,Unsafe
7.78,6.69,50.46,540.9,36.72,1.87,25.3,0.052,Unsafe,Safe,Unsafe
6.79,4.81,0.74,736.48,18.36,5.1,33.0,0.229,Unsafe,Safe,Unsafe
8.53,4.63,69.17,939.1,0.94,5.29,12.1,0.188,Unsafe,Safe,Unsafe
7.16,13.52,66.13,1309.76,5.03,8.76,25.8,0.289,Unsafe,Safe,Unsafe
8.89,9.4,3.84,1009.76,24.81,4.62,34.3,0.219,Unsafe,Safe,Unsafe
6.15,8.68,36.83,679.37,34.5,2.79,33.9,0.009,Unsafe,Safe,Unsafe
8.54,6.99,97.9,1238.17,16.74,2.31,12.0,0.497,Unsafe,Safe,Unsafe
8.22,7.15,42.07,1363.09,34.77,8.74,8.0,0.272,Unsafe,Safe,Unsafe
8.2,8.49,50.19,223.65,34.93,1.71,9.4,0.237,Unsafe,Safe,Unsafe
8.46,10.36,90.99,821.3,35.2,4.26,26.1,0.477,Unsafe,Safe,Unsafe
8.16,10.43,71.73,462.54,24.63,1.87,26.8,0.078,Unsafe,Safe,Safe
7.69,4.06,58.21,118.24,45.74,7.73,25.2,0.095,Unsafe,Safe,Unsafe
5.96,8.0,79.78,1019.39,24.46,4.74,15.1,0.404,Unsafe,Unsafe,Safe
5.61,6.94,86.44,1301.02,22.51,3.51,10.1,0.13,Unsafe,Unsafe,Safe
8.72,12.45,45.69,286.21,9.97,3.61,22.4,0.4,Unsafe,Safe,Unsafe
7.66,9.58,47.51,1228.0,15.38,8.52,19.5,0.136,Unsafe,Safe,Unsafe
8.29,8.39,38.61,1287.42,2.12,5.54,26.9,0.017,Unsafe,Safe,Unsafe
7.19,3.38,96.67,1375.79,31.68,7.18,18.2,0.259,Unsafe,Unsafe,Unsafe
5.91,9.27,69.72,434.66,12.43,8.97,15.2,0.098,Unsafe,Unsafe,Unsafe
5.94,3.41,8.32,1360.73,15.21,9.02,13.8,0.379,Unsafe,Unsafe,Unsafe
7.9,6.05,86.3,514.96,38.54,3.29,11.3,0.321,Unsafe,Safe,Unsafe
7.01,3.71,48.06,850.89,16.36,9.52,13.0,0.462,Unsafe,Unsafe,Unsafe
6.2,10.3,6.88,123.24,12.11,0.25,7.8,0.391,Unsafe,Safe,Safe
7.22,4.48,54.97,113.63,8.45,3.77,15.4,0.09,Unsafe,Safe,Safe
5.72,6.7,41.72,1094.54,38.74,8.96,6.1,0.4,Unsafe,Unsafe,Unsafe
7.54,12.75,87.77,694.5,6.49,2.75,10.6,0.321,Unsafe,Safe,Safe
6.44,4.45,20.4,421.62,22.69,2.73,27.4,0.334,Unsafe,Safe,Safe
8.29,8.09,82.65,326.1,25.35,3.03,14.8,0.416,Unsafe,Safe,Safe
6.59,7.03,55.77,1021.43,34.37,6.12,25.0,0.287,Unsafe,Safe,Unsafe
7.09,2.22,5.46,50.58,31.66,4.38,26.5,0.233,Unsafe,Unsafe,Unsafe
5.54,11.51,97.18,1218.54,40.54,7.27,22.4,0.318,Unsafe,Unsafe,Unsafe
5.75,2.83,51.26,164.91,2.24,8.95,33.8,0.149,Unsafe,Unsafe,Unsafe
6.87,7.69,29.09,327.66,14.82,6.74,5.6,0.091,Unsafe,Safe,Unsafe
7.18,8.73,46.94,610.04,14.01,2.04,27.2,0.308,Unsafe,Safe,Safe
7.6,9.54,85.79,753.05,7.3,9.33,33.8,0.117,Unsafe,Safe,Unsafe
6.52,10.26,30.49,564.74,14.46,2.64,30.9,0.04,Unsafe,Safe,Safe
7.93,5.04,19.27,515.03,15.49,1.5,10.0,0.0,Safe,Safe,Safe
8.51,2.12,12.91,1447.68,26.09,0.9,14.8,0.304,Unsafe,Unsafe,Unsafe
8.23,10.68,29.79,980.29,33.19,5.63,10.2,0.181,Unsafe,Safe,Unsafe
5.64,8.43,78.0,83.98,19.06,1.14,23.0,0.376,Unsafe,Unsafe,Safe
7.18,12.03,47.16,673.76,35.97,1.39,26.4,0.188,Unsafe,Safe,Unsafe
5.87,11.86,22.75,1318.76,16.81,3.0,14.5,0.243,Unsafe,Unsafe,Safe
6.35,12.12,16.62,487.11,14.51,2.82,21.2,0.204,Unsafe,Safe,Safe
8.95,7.82,33.27,187.11,27.06,6.04,25.7,0.325,Unsafe,Safe,Unsafe
6.0,6.0,93.99,1149.66,1.19,8.17,17.6,0.178,Unsafe,Safe,Unsafe
7.25,11.5,34.3,928.72,3.99,7.61,30.6,0.482,Unsafe,Safe,Unsafe
7.66,7.42,98.81,876.95,20.9,2.62,28.1,0.468,Unsafe,Safe,Safe
7.96,4.2,48.52,127.69,47.15,2.45,6.9,0.424,Unsafe,Safe,Unsafe
7.46,12.26,17.92,253.72,36.08,9.66,23.6,0.46,Unsafe,Safe,Unsafe
5.53,12.59,89.11,952.7,4.41,0.08,12.1,0.225,Unsafe,Unsafe,Safe
6.64,7.6,46.04,351.34,42.32,8.8,21.7,0.268,Unsafe,Safe,Unsafe
7.31,2.91,70.97,780.9,36.62,2.0,33.7,0.371,Unsafe,Unsafe,Unsafe
5.81,6.65,98.37,840.08,30.55,9.47,31.4,0.348,Unsafe,Unsafe,Unsafe
6.73,11.64,5.02,461.09,41.01,3.42,17.1,0.445,Unsafe,Safe,Unsafe
5.62,12.82,9.67,1425.22,20.21,4.4,13.7,0.358,Unsafe,Unsafe,Safe
5.78,4.44,72.05,1271.57,11.08,7.07,12.0,0.499,Unsafe,Unsafe,Unsafe
6.89,2.8,28.18,1097.44,25.6,5.88,21.0,0.174,Unsafe,Unsafe,Unsafe
5.96,12.53,18.43,163.09,27.44,3.18,8.4,0.416,Unsafe,Unsafe,Safe
7.49,6.67,3.94,203.89,26.92,5.54,21.5,0.349,Unsafe,Safe,Unsafe
7.91,8.5,2.18,764.53,28.25,7.31,5.0,0.346,Unsafe,Safe,Unsafe
8.3,13.62,77.45,283.03,47.44,0.42,14.7,0.163,Unsafe,Safe,Unsafe
6.2,2.8,13.44,1468.48,45.11,0.11,11.6,0.393,Unsafe,Unsafe,Unsafe
6.09,9.78,46.77,279.85,43.79,4.58,34.1,0.45,Unsafe,Safe,Unsafe
5.87,2.89,60.59,756.83,40.07,1.32,26.8,0.109,Unsafe,Unsafe,Unsafe
7.73,6.51,42.84,577.98,47.17,6.64,15.5,0.313,Unsafe,Safe,Unsafe
7.97,11.65,2.71,977.11,4.92,2.14,7.8,0.196,Unsafe,Safe,Safe
5.61,7.2,78.35,237.1,13.26,4.33,20.5,0.495,Unsafe,Unsafe,Safe
8.78,13.97,1.05,673.96,24.75,1.98,11.4,0.239,Unsafe,Safe,Unsafe
5.68,8.71,76.19,448.32,42.33,5.48,21.1,0.114,Unsafe,Unsafe,Unsafe
7.39,5.85,89.33,1337.24,25.26,1.16,30.1,0.191,Unsafe,Safe,Safe
7.98,4.64,43.28,108.85,37.4,0.23,23.5,0.327,Unsafe,Safe,Unsafe
8.55,6.21,53.55,1374.9,6.95,0.51,24.0,0.038,Unsafe,Safe,Unsafe
8.0,6.47,47.7,1257.84,12.62,9.54,21.2,0.302,Unsafe,Safe,Unsafe
8.31,2.82,38.92,481.48,36.59,1.42,32.8,0.466,Unsafe,Unsafe,Unsafe
6.69,6.43,88.74,1194.47,8.24,7.08,33.0,0.425,Unsafe,Safe,Unsafe
8.35,7.57,89.39,95.26,17.57,0.68,20.4,0.034,Unsafe,Safe,Safe
5.78,10.67,33.58,1451.96,13.24,1.08,14.2,0.497,Unsafe,Unsafe,Safe
8.63,9.88,61.51,813.56,17.49,5.09,18.8,0.349,Unsafe,Safe,Unsafe
7.42,10.51,92.69,489.76,35.42,4.65,10.6,0.081,Unsafe,Safe,Unsafe
8.36,2.1,96.21,575.75,18.39,9.52,24.1,0.006,Unsafe,Unsafe,Unsafe
7.08,4.61,50.9,146.29,27.76,9.45,20.0,0.086,Unsafe,Safe,Unsafe
7.75,9.94,45.28,1484.56,5.0,7.8,8.1,0.419,Unsafe,Safe,Unsafe
7.34,7.81,27.87,106.97,40.25,6.02,10.9,0.011,Unsafe,Safe,Unsafe
8.06,2.06,95.89,999.62,18.49,4.55,19.4,0.117,Unsafe,Unsafe,Safe
5.79,11.65,14.28,691.97,32.43,3.56,31.6,0.379,Unsafe,Unsafe,Unsafe
5.71,11.27,57.98,1425.93,36.27,9.47,22.0,0.293,Unsafe,Unsafe,Unsafe
6.36,8.58,28.26,406.7,10.48,6.03,25.4,0.391,Unsafe,Safe,Unsafe
6.06,2.8,27.9,821.53,44.23,5.79,15.2,0.373,Unsafe,Unsafe,Unsafe
8.55,11.2,40.5,749.42,30.81,2.32,22.1,0.025,Unsafe,Safe,Unsafe
6.27,9.0,99.88,1069.16,21.44,0.47,18.4,0.446,Unsafe,Safe,Safe
8.92,11.38,5.5,148.61,9.12,9.45,24.8,0.114,Unsafe,Safe,Unsafe
6.68,11.02,57.85,330.99,47.12,3.14,6.5,0.277,Unsafe,Safe,Unsafe
6.14,11.64,8.26,361.12,37.75,4.43,19.8,0.322,Unsafe,Safe,Unsafe
8.26,8.22,15.45,1120.32,10.4,1.15,13.9,0.084,Unsafe,Safe,Safe
7.81,3.68,43.96,324.25,16.89,8.37,14.8,0.488,Unsafe,Unsafe,Unsafe
7.24,10.05,51.05,881.56,40.48,0.28,33.8,0.244,Unsafe,Safe,Unsafe
7.44,9.45,25.88,362.1,34.78,8.34,10.5,0.029,Unsafe,Safe,Unsafe
8.02,10.91,31.65,1299.36,38.29,1.4,14.3,0.469,Unsafe,Safe,Unsafe
6.3,4.04,8.7,1416.17,22.06,8.87,20.3,0.293,Unsafe,Safe,Unsafe
8.99,4.34,30.32,801.81,35.82,7.3,30.9,0.35,Unsafe,Safe,Unsafe
8.91,12.68,96.66,560.85,19.32,1.65,17.5,0.263,Unsafe,Safe,Unsafe
7.78,11.0,94.47,389.38,10.56,5.66,27.3,0.417,Unsafe,Safe,Unsafe
6.2,12.9,33.49,122.18,31.63,3.13,30.7,0.017,Unsafe,Safe,Unsafe
7.88,11.1,57.09,439.33,48.8,1.78,14.3,0.134,Unsafe,Safe,Unsafe
5.75,9.17,90.96,998.64,15.53,8.59,16.8,0.235,Unsafe,Unsafe,Unsafe
5.61,9.85,0.62,823.74,23.05,4.04,15.7,0.038,Unsafe,Unsafe,Safe
6.4,12.67,81.07,1418.86,33.7,3.99,30.0,0.353,Unsafe,Safe,Unsafe
7.12,8.95,94.84,624.6,27.08,1.7,6.3,0.197,Unsafe,Safe,Safe
8.54,9.59,9.13,1056.1,42.17,3.83,14.3,0.136,Unsafe,Safe,Unsafe
8.05,3.88,16.14,759.52,38.09,8.72,25.4,0.002,Unsafe,Unsafe,Unsafe
8.1,7.69,96.07,793.24,2.91,3.63,22.0,0.36,Unsafe,Safe,Safe
6.99,10.6,53.75,438.27,49.92,9.52,18.1,0.417,Unsafe,Safe,Unsafe
6.71,5.25,1.42,709.68,37.62,9.46,21.2,0.198,Unsafe,Safe,Unsafe
6.8,4.43,25.76,732.64,43.2,1.45,10.9,0.282,Unsafe,Safe,Unsafe
8.96,5.77,44.99,1074.63,32.56,1.77,17.9,0.114,Unsafe,Safe,Unsafe
5.64,4.9,69.29,1413.93,42.81,8.63,20.1,0.311,Unsafe,Unsafe,Unsafe
8.53,4.58,73.32,527.52,5.62,3.93,32.0,0.006,Unsafe,Safe,Unsafe
7.53,7.1,99.54,111.19,17.39,0.04,12.8,0.244,Unsafe,Safe,Safe
7.04,12.89,28.75,769.63,43.82,2.74,31.0,0.322,Unsafe,Safe,Unsafe
8.04,8.08,53.82,839.47,10.08,5.98,24.3,0.459,Unsafe,Safe,Unsafe
7.2,4.26,53.33,294.24,3.91,7.99,5.6,0.191,Unsafe,Safe,Unsafe
8.56,2.92,40.56,1152.67,39.41,1.33,26.7,0.383,Unsafe,Unsafe,Unsafe
8.65,10.35,16.92,1478.15,41.77,1.11,6.1,0.299,Unsafe,Safe,Unsafe
6.98,6.59,97.75,1421.37,8.13,9.22,34.9,0.464,Unsafe,Safe,Unsafe
6.47,11.86,85.33,335.8,42.72,7.51,31.2,0.199,Unsafe,Safe,Unsafe
7.57,9.91,49.83,1319.28,34.34,5.9,13.9,0.16,Unsafe,Safe,Unsafe
8.69,11.55,60.32,1071.52,26.0,7.69,12.7,0.444,Unsafe,Safe,Unsafe
6.24,5.26,22.73,708.08,41.51,4.29,16.4,0.025,Unsafe,Safe,Unsafe
7.68,10.31,54.38,833.89,20.96,7.58,15.7,0.068,Unsafe,Safe,Unsafe
7.71,5.17,69.5,1281.92,9.7,3.72,16.2,0.041,Unsafe,Safe,Safe
8.07,13.27,51.52,746.2,14.24,2.44,14.5,0.422,Unsafe,Safe,Safe
5.96,9.64,99.03,591.15,25.26,7.29,23.6,0.005,Unsafe,Unsafe,Unsafe
8.01,5.89,61.13,765.21,26.57,4.2,9.9,0.431,Unsafe,Safe,Safe
8.68,5.23,37.1,889.74,40.28,9.81,30.4,0.226,Unsafe,Safe,Unsafe
6.13,4.29,77.22,324.16,39.57,3.49,29.4,0.002,Unsafe,Safe,Unsafe
6.33,10.34,17.05,1356.32,29.07,9.22,19.3,0.201,Unsafe,Safe,Unsafe
8.9,4.62,38.45,1027.57,39.04,9.33,30.6,0.093,Unsafe,Safe,Unsafe
6.13,9.14,34.7,968.24,9.59,2.42,12.4,0.312,Unsafe,Safe,Safe
8.49,5.18,43.18,194.27,2.5,7.98,5.5,0.34,Unsafe,Safe,Unsafe
7.22,9.94,78.18,926.05,43.68,4.33,23.6,0.244,Unsafe,Safe,Unsafe
6.37,11.78,48.42,225.39,3.78,9.18,18.7,0.02,Unsafe,Safe,Unsafe
8.55,11.34,79.4,164.11,12.33,4.5,22.0,0.328,Unsafe,Safe,Unsafe
7.06,11.13,57.65,814.6,34.77,7.44,32.0,0.421,Unsafe,Safe,Unsafe
7.3,4.25,34.21,634.04,20.47,4.67,34.1,0.36,Unsafe,Safe,Safe
6.76,3.06,81.0,903.77,43.82,2.28,24.0,0.415,Unsafe,Unsafe,Unsafe
7.58,10.39,23.83,179.37,14.9,1.99,27.9,0.1,Unsafe,Safe,Safe
6.07,6.42,22.44,674.93,0.59,4.25,7.5,0.444,Unsafe,Safe,Safe
6.87,7.19,50.45,303.44,15.03,7.55,9.8,0.161,Unsafe,Safe,Unsafe
8.89,2.37,26.08,1481.3,28.9,6.05,27.0,0.007,Unsafe,Unsafe,Unsafe
6.4,5.11,0.91,863.67,18.8,6.89,17.9,0.422,Unsafe,Safe,Unsafe
7.8,2.4,64.83,1046.78,26.74,2.82,18.4,0.471,Unsafe,Unsafe,Safe
6.64,12.55,51.11,521.86,43.83,4.81,14.3,0.328,Unsafe,Safe,Unsafe
8.21,4.92,44.55,187.37,45.62,0.44,23.2,0.116,Unsafe,Safe,Unsafe
5.96,8.69,96.7,1465.01,13.3,8.18,10.6,0.126,Unsafe,Unsafe,Unsafe
8.89,2.47,57.12,465.08,23.11,9.9,23.8,0.233,Unsafe,Unsafe,Unsafe
7.09,10.0,86.34,664.52,27.46,4.07,10.2,0.449,Unsafe,Safe,Safe
6.33,5.88,13.95,992.3,47.46,0.11,6.9,0.075,Unsafe,Safe,Unsafe
5.76,12.78,56.92,85.81,49.93,1.7,14.9,0.413,Unsafe,Unsafe,Unsafe
6.09,12.66,86.8,1224.88,11.77,6.53,11.9,0.146,Unsafe,Safe,Unsafe
7.32,5.9,58.31,828.04,36.35,6.12,31.7,0.404,Unsafe,Safe,Unsafe
6.68,12.81,71.8,453.41,18.9,7.88,6.6,0.46,Unsafe,Safe,Unsafe
8.4,13.95,37.2,139.33,0.41,2.54,10.3,0.214,Unsafe,Safe,Safe
7.01,11.9,9.24,285.62,0.46,7.64,21.5,0.183,Unsafe,Safe,Unsafe
6.37,12.14,45.79,1347.8,23.03,6.88,19.4,0.401,Unsafe,Safe,Unsafe
7.66,4.99,39.45,1044.74,24.42,3.23,6.4,0.265,Unsafe,Safe,Safe
7.97,8.92,86.71,412.36,1.13,5.45,5.2,0.342,Unsafe,Safe,Unsafe
6.08,2.81,24.4,145.12,34.35,1.47,34.6,0.311,Unsafe,Unsafe,Unsafe
6.09,3.14,96.67,1051.39,14.7,4.53,24.8,0.076,Unsafe,Unsafe,Safe
5.63,13.99,95.81,879.99,27.99,8.81,16.0,0.422,Unsafe,Unsafe,Unsafe
8.08,5.92,24.76,636.55,15.05,4.21,19.1,0.098,Unsafe,Safe,Safe
7.82,10.98,34.81,577.24,8.36,8.4,13.0,0.466,Unsafe,Safe,Unsafe
7.16,11.68,89.56,364.38,20.36,5.9,15.3,0.125,Unsafe,Safe,Unsafe
8.45,12.3,96.66,1020.94,11.61,1.92,24.5,0.367,Unsafe,Safe,Safe
8.32,13.97,44.34,1457.47,26.74,5.81,31.5,0.142,Unsafe,Safe,Unsafe
7.55,4.9,32.1,304.79,9.94,5.06,10.5,0.159,Unsafe,Safe,Unsafe
8.54,2.48,52.61,915.82,25.42,3.99,30.2,0.155,Unsafe,Unsafe,Unsafe
6.22,6.93,68.78,665.07,7.87,1.2,8.6,0.374,Unsafe,Safe,Safe
5.89,3.56,27.35,697.7,33.55,4.17,11.4,0.278,Unsafe,Unsafe,Unsafe
6.44,2.27,73.65,418.51,37.7,0.73,6.1,0.441,Unsafe,Unsafe,Unsafe
5.7,6.33,5.17,1246.45,5.52,0.99,9.2,0.154,Unsafe,Unsafe,Safe
7.36,11.4,4.93,753.62,23.39,4.16,32.5,0.346,Unsafe,Safe,Safe
8.78,8.79,38.63,837.94,3.54,3.05,18.8,0.376,Unsafe,Safe,Unsafe
5.64,5.75,35.35,491.9,29.91,9.26,7.3,0.076,Unsafe,Unsafe,Unsafe
5.93,9.85,31.56,313.62,13.22,3.76,33.8,0.2,Unsafe,Unsafe,Safe
7.08,4.78,49.1,174.57,26.38,7.58,31.4,0.241,Unsafe,Safe,Unsafe
8.77,2.17,32.07,1085.47,25.87,5.3,27.6,0.178,Unsafe,Unsafe,Unsafe
6.61,11.17,19.23,334.54,46.22,7.04,33.0,0.161,Unsafe,Safe,Unsafe
7.28,9.48,30.95,1050.61,27.45,2.6,11.6,0.343,Unsafe,Safe,Safe
5.65,11.15,97.49,616.05,29.15,9.42,30.1,0.108,Unsafe,Unsafe,Unsafe
6.02,2.47,41.11,652.87,20.08,5.3,25.7,0.355,Unsafe,Unsafe,Unsafe
8.95,12.05,44.47,730.31,47.45,8.31,31.1,0.468,Unsafe,Safe,Unsafe
8.88,9.43,57.65,583.18,38.86,3.65,28.9,0.283,Unsafe,Safe,Unsafe
5.52,8.76,98.33,195.9,14.27,1.0,15.4,0.306,Unsafe,Unsafe,Safe
8.83,9.5,24.16,498.97,42.21,6.74,28.2,0.034,Unsafe,Safe,Unsafe
7.74,12.37,68.13,1012.41,21.62,0.08,12.9,0.432,Unsafe,Safe,Safe
